item_id,construction_type_R1,construction_type_R2,mapping_direction_R1,mapping_direction_R2,source_domain_R1,source_domain_R2,target_domain_R1,target_domain_R2,domain_pair_R1,domain_pair_R2,link_type_R1,link_type_R2,inter_construction_links_R1,inter_construction_links_R2,function_in_network_R1,function_in_network_R2,prototype_distance_R1,prototype_distance_R2,cognitive_stage_R1,cognitive_stage_R2,metaphor_type_R1,metaphor_type_R2,semantic_category_R1,semantic_category_R2,copula_type_R1,copula_type_R2,complement_type_R1,complement_type_R2,modality_marker_R1,modality_marker_R2,negation_marker_R1,negation_marker_R2,genre_R1,genre_R2,cognitive_accessibility_R1,cognitive_accessibility_R2,conceptual_complexity_R1,conceptual_complexity_R2,embodied_experience_R1,embodied_experience_R2,cultural_specificity_R1,cultural_specificity_R2,mapping_transparency_R1,mapping_transparency_R2,conventionality_R1,conventionality_R2,productivity_R1,productivity_R2,systematicity_R1,systematicity_R2,entrenchment_R1,entrenchment_R2,reference_point_salience_R1,reference_point_salience_R2,dominion_scope_R1,dominion_scope_R2,mental_contact_R1,mental_contact_R2,target_activation_R1,target_activation_R2,imageability_R1,imageability_R2,emotional_valence_R1,emotional_valence_R2,information_structure_R1,information_structure_R2
52,1,1,具体-抽象,具体-抽象,运动,空间,状态,状态,8,8,实例,实例,有,有,边缘,边缘,边缘,边缘,阶段1,阶段1,结构隐喻,结构隐喻,5,5,是,是,动词性,动词性,有,有,有,有,文学,文学,2.2,2.1,3.5,3.5,2.1,2.1,3.7,3.4,2.6,2.4,3.9,4.0,1.7,1.8,2.8,2.7,2.2,2.3,3.2,3.1,3.4,3.4,2.3,2.5,2.8,3.0,2.3,2.2,4.0,4.1,3.0,2.9
53,9,9,抽象-具体,具体-抽象,运动,社会,事件,事件,4,4,隐喻扩展,隐喻扩展,有,有,边缘,边缘,核心,核心,阶段1,阶段3,结构隐喻,结构隐喻,3,3,算,算,介词短语,介词短语,无,无,无,无,学术,学术,3.8,3.4,3.2,3.4,4.2,4.3,3.5,3.5,4.6,4.6,2.1,2.2,4.5,4.3,4.2,3.8,4.0,3.8,2.0,2.2,4.0,3.8,4.0,4.1,4.3,4.1,3.8,3.6,4.3,4.0,2.6,2.5
54,1,1,具体-抽象,具体-抽象,感知,感知,事件,事件,2,2,实例,实例,有,有,桥接,桥接,核心,核心,阶段4,阶段4,结构隐喻,方位隐喻,8,6,是,是,介词短语,介词短语,有,无,有,有,文学,文学,3.7,3.8,4.6,4.5,3.5,3.5,2.4,2.4,4.3,4.1,2.0,2.1,4.1,4.0,3.9,4.0,1.4,1.3,4.2,4.2,2.8,2.9,3.2,3.2,2.3,2.3,4.1,4.3,4.0,4.0,1.5,1.4
55,4,4,抽象-抽象,抽象-抽象,感知,感知,时间,抽象概念,14,14,子部分,子部分,有,有,核心,核心,核心,边缘,阶段1,阶段1,方位隐喻,方位隐喻,9,1,成为,像,介词短语,介词短语,无,有,无,无,网络,网络,3.0,3.1,1.7,1.8,3.2,3.1,1.6,1.7,4.1,3.8,3.1,2.9,3.7,3.8,4.4,4.2,2.3,2.2,2.1,2.2,2.5,2.7,2.3,2.4,1.8,1.6,3.7,3.2,3.7,4.0,2.1,1.8
56,11,11,具体-抽象,具体-抽象,人体,人体,社会角色,社会角色,8,18,实例,实例,无,无,桥接,桥接,核心,核心,阶段1,阶段1,方位隐喻,方位隐喻,6,4,算,像,介词短语,介词短语,有,有,有,有,学术,学术,2.5,2.3,1.7,1.5,2.8,2.7,4.4,4.5,1.5,1.7,3.6,3.8,3.1,2.8,3.8,3.6,4.2,4.4,1.9,2.0,4.4,4.3,1.7,1.7,3.7,3.8,1.7,1.9,3.7,4.1,2.5,2.6
57,12,12,具体-具体,具体-具体,物体,物体,抽象概念,抽象概念,22,22,隐喻扩展,隐喻扩展,有,有,边缘,边缘,边缘,边缘,阶段3,阶段3,本体隐喻,本体隐喻,4,4,变成,变成,介词短语,介词短语,无,无,无,无,网络,网络,2.6,2.7,3.1,3.1,4.5,4.3,1.9,1.7,2.1,1.8,1.7,1.6,3.5,3.4,2.2,2.3,3.7,3.7,4.4,4.2,2.7,2.6,1.4,1.5,3.2,3.3,4.3,4.3,2.1,2.0,3.3,3.3
58,9,9,抽象-具体,抽象-具体,人体,人体,社会角色,社会角色,14,14,多义,多义,有,无,边缘,边缘,核心,核心,阶段1,阶段1,本体隐喻,本体隐喻,5,9,变成,变成,动词性,动词性,无,无,无,无,网络,网络,1.5,1.6,2.6,2.6,2.9,2.9,4.6,4.6,1.8,2.2,3.2,3.1,1.9,1.8,3.5,3.8,2.7,2.7,2.4,2.1,1.6,1.7,2.5,2.4,2.9,2.6,3.8,3.7,1.7,1.6,3.6,3.7
59,12,12,具体-具体,具体-具体,感知,感知,抽象概念,抽象概念,1,1,实例,实例,无,无,边缘,核心,核心,核心,阶段3,阶段3,方位隐喻,方位隐喻,7,7,成为,成为,形容词性,形容词性,无,无,无,无,新闻,新闻,4.3,4.3,1.8,1.8,3.0,3.0,1.9,1.8,3.5,3.6,2.3,2.5,3.3,3.5,3.8,3.8,4.3,4.2,4.1,4.0,2.2,2.2,2.3,2.2,2.3,2.6,2.0,2.2,2.3,2.4,4.0,4.2
60,7,7,具体-具体,具体-具体,空间,心理,时间,时间,17,17,实例,子部分,有,有,边缘,边缘,核心,核心,阶段3,阶段3,结构隐喻,结构隐喻,1,1,算,算,名词性,名词性,无,无,有,有,网络,网络,4.2,4.1,2.5,2.4,3.7,3.7,1.9,2.1,1.6,1.6,3.8,4.0,3.8,3.8,3.0,2.9,4.4,4.1,3.7,3.9,4.1,4.2,1.6,1.7,4.4,4.3,1.6,1.7,2.7,2.8,3.1,3.3
61,6,11,具体-具体,抽象-具体,感知,感知,事件,事件,20,20,子部分,子部分,无,无,核心,核心,核心,核心,阶段4,阶段4,结构隐喻,结构隐喻,3,2,成为,成为,动词性,动词性,无,无,有,有,新闻,网络,1.7,1.7,3.6,3.5,2.3,2.4,2.4,2.3,3.9,4.0,3.1,2.7,1.8,1.7,3.8,3.9,1.6,1.8,2.6,2.7,1.9,1.8,3.2,3.1,1.9,1.8,3.6,3.6,2.4,2.5,2.7,2.6
62,4,4,抽象-抽象,抽象-抽象,人体,人体,情感,情感,14,14,隐喻扩展,隐喻扩展,有,有,核心,核心,中间,中间,阶段3,阶段3,本体隐喻,本体隐喻,9,9,成为,成为,动词性,动词性,有,有,无,无,文学,文学,1.8,2.0,4.0,4.2,2.4,2.3,3.2,3.2,3.3,2.9,4.0,4.1,2.4,2.4,1.8,1.7,1.7,1.8,2.1,2.2,3.6,3.7,4.3,4.5,1.9,1.9,2.2,2.2,4.2,4.1,3.5,3.7
63,6,1,抽象-抽象,抽象-抽象,空间,空间,事件,事件,21,21,多义,多义,有,有,核心,核心,边缘,边缘,阶段2,阶段2,方位隐喻,方位隐喻,6,6,是,是,形容词性,形容词性,无,无,无,无,学术,学术,3.2,3.2,1.8,1.6,3.7,3.9,4.0,4.0,3.2,3.2,2.6,2.7,1.9,1.7,3.5,3.2,2.7,2.7,3.6,3.9,2.3,2.4,2.9,2.7,1.5,1.5,3.1,3.2,4.4,4.4,2.7,2.8
64,4,4,抽象-具体,抽象-具体,运动,社会,事件,事件,9,9,多义,多义,无,无,边缘,边缘,核心,核心,阶段3,阶段3,本体隐喻,本体隐喻,3,3,是,像,动词性,动词性,无,无,有,无,对话,文学,2.2,2.2,3.3,3.2,1.9,1.7,4.3,4.5,3.2,3.0,3.9,3.9,2.2,2.2,2.8,3.2,4.2,4.3,3.2,3.5,3.8,3.9,3.1,3.0,1.8,1.9,1.6,1.6,3.9,3.7,2.0,1.7
65,4,4,具体-具体,抽象-具体,物体,物体,品质,抽象概念,21,21,多义,多义,有,有,核心,边缘,核心,核心,阶段4,阶段4,方位隐喻,方位隐喻,9,9,是,是,介词短语,名词性,有,有,无,无,新闻,新闻,4.3,4.2,2.4,2.5,3.9,4.1,2.8,2.8,3.2,3.1,3.7,3.6,3.9,3.8,3.8,3.7,3.9,3.9,2.1,2.3,3.0,3.1,2.1,2.1,4.0,4.1,3.1,3.3,2.7,3.1,1.6,1.6
66,10,11,具体-抽象,具体-抽象,感知,感知,状态,状态,7,7,多义,多义,有,有,桥接,桥接,中间,中间,阶段3,阶段3,方位隐喻,方位隐喻,1,1,像,像,形容词性,形容词性,无,无,有,有,网络,网络,3.7,3.6,3.5,3.5,3.3,3.4,1.4,1.7,2.1,2.1,4.0,3.7,2.5,2.5,1.9,1.6,1.8,1.7,4.2,4.4,3.5,3.4,2.2,2.1,3.7,4.0,1.7,1.6,1.9,1.9,3.6,3.6
67,7,7,抽象-具体,抽象-具体,心理,心理,品质,品质,15,15,实例,实例,有,有,桥接,桥接,中间,中间,阶段4,阶段4,方位隐喻,方位隐喻,7,7,像,像,名词性,名词性,有,有,无,无,学术,学术,2.2,2.6,3.1,3.0,3.0,3.1,3.3,3.4,2.3,2.3,3.9,4.0,3.6,3.6,2.1,2.0,3.1,2.9,3.7,3.5,2.2,2.4,2.2,2.5,1.8,1.8,3.1,3.0,4.0,4.2,4.1,4.1
68,10,10,抽象-抽象,抽象-抽象,人体,人体,情感,社会角色,10,10,隐喻扩展,隐喻扩展,无,无,桥接,桥接,中间,中间,阶段1,阶段1,本体隐喻,本体隐喻,2,3,算,算,介词短语,介词短语,有,有,有,有,网络,网络,1.6,1.6,4.3,4.4,2.2,2.0,3.7,3.5,2.9,2.7,3.0,2.7,3.7,3.9,3.0,3.0,3.6,3.7,4.2,4.2,2.0,2.0,4.0,3.9,3.8,4.0,3.8,3.9,4.0,4.1,3.4,3.7
69,12,12,抽象-抽象,抽象-抽象,人体,人体,关系,关系,17,17,子部分,子部分,有,有,边缘,边缘,核心,核心,阶段1,阶段1,方位隐喻,方位隐喻,1,1,变成,变成,动词性,动词性,有,有,无,无,文学,文学,3.8,4.0,1.6,1.8,3.7,3.7,2.7,2.4,3.6,3.6,2.5,2.5,3.8,4.0,4.2,4.4,2.5,2.3,2.7,2.8,1.7,1.8,4.5,4.4,3.4,3.5,3.4,2.9,1.8,2.0,1.8,1.6
70,6,6,具体-抽象,具体-具体,人体,人体,抽象概念,情感,5,5,隐喻扩展,隐喻扩展,无,无,桥接,桥接,核心,核心,阶段4,阶段4,本体隐喻,本体隐喻,7,7,像,像,介词短语,介词短语,无,无,无,无,新闻,新闻,2.8,2.8,3.0,2.9,3.8,4.0,2.0,1.9,2.4,2.4,3.9,3.7,4.0,4.2,1.8,1.9,3.8,3.7,1.8,2.0,4.2,4.1,3.5,3.6,2.8,2.7,4.1,4.3,1.7,1.6,2.3,2.0
71,12,12,具体-抽象,具体-抽象,运动,人体,抽象概念,抽象概念,20,20,多义,多义,有,有,边缘,边缘,中间,中间,阶段1,阶段1,本体隐喻,本体隐喻,7,7,为,为,介词短语,介词短语,有,有,有,有,网络,网络,3.4,3.6,2.1,2.0,3.0,3.0,2.4,2.2,4.1,3.8,2.6,2.5,3.3,3.3,3.7,3.5,2.7,2.7,4.4,4.1,3.7,3.6,1.5,1.6,1.7,1.6,3.3,3.1,4.1,4.2,4.3,4.4
72,12,12,抽象-抽象,抽象-抽象,心理,心理,关系,关系,6,23,子部分,子部分,有,无,边缘,边缘,核心,中间,阶段3,阶段3,结构隐喻,结构隐喻,4,4,是,是,名词性,名词性,有,有,无,无,文学,文学,2.3,2.4,3.3,3.1,2.8,2.8,3.6,3.4,3.9,3.8,2.0,1.5,2.1,2.4,2.2,2.0,2.2,2.2,3.5,3.3,2.3,2.3,2.7,2.8,3.1,3.4,3.5,3.5,4.3,4.0,3.4,3.6
73,2,2,具体-具体,具体-具体,空间,空间,情感,情感,24,24,多义,多义,有,有,桥接,桥接,核心,核心,阶段3,阶段2,结构隐喻,结构隐喻,6,6,成为,为,形容词性,形容词性,无,无,有,无,网络,网络,1.8,1.7,4.1,4.0,2.3,2.4,3.2,3.1,2.3,2.3,4.2,4.2,2.0,2.0,1.7,1.7,2.4,2.6,3.2,3.2,3.9,3.9,2.7,2.8,4.4,4.0,2.5,2.5,4.3,4.4,3.7,3.6
74,11,11,具体-抽象,具体-抽象,空间,人体,事件,状态,20,20,实例,隐喻扩展,无,无,边缘,边缘,核心,核心,阶段2,阶段3,方位隐喻,方位隐喻,4,1,变成,变成,动词性,动词性,有,有,无,有,对话,对话,3.5,3.4,4.4,4.3,3.9,3.8,3.8,3.6,3.3,3.4,2.7,2.5,3.1,2.9,2.7,2.7,4.3,4.2,3.3,3.3,3.9,4.1,4.3,4.2,2.7,3.1,2.3,2.5,2.5,2.3,4.0,4.0
75,7,7,抽象-抽象,抽象-抽象,人体,人体,时间,状态,19,19,多义,实例,有,有,核心,核心,边缘,边缘,阶段1,阶段1,结构隐喻,结构隐喻,6,6,变成,变成,名词性,名词性,无,无,无,无,学术,学术,2.7,2.9,2.6,2.7,3.3,3.5,2.1,2.1,2.6,2.7,1.8,1.8,1.6,1.9,3.0,3.3,4.2,4.1,2.8,2.9,2.0,1.6,3.8,3.9,2.8,2.8,2.5,2.4,3.5,3.5,4.2,4.3
76,7,7,具体-抽象,具体-具体,物体,社会,品质,品质,4,4,多义,实例,无,无,核心,核心,核心,核心,阶段3,阶段3,本体隐喻,本体隐喻,2,1,变成,变成,动词性,动词性,有,有,无,无,网络,网络,2.4,2.2,4.1,3.8,2.1,2.4,4.0,4.0,2.1,2.2,3.5,3.4,4.2,4.2,4.1,4.2,4.1,4.3,2.4,2.1,3.6,3.3,3.7,3.9,4.0,3.9,2.0,1.8,3.9,4.1,2.7,2.6
77,8,8,具体-抽象,具体-抽象,物体,物体,关系,关系,13,13,隐喻扩展,隐喻扩展,无,无,核心,核心,中间,中间,阶段4,阶段4,本体隐喻,本体隐喻,1,1,为,为,形容词性,介词短语,有,无,有,有,对话,对话,1.8,1.9,2.3,2.4,3.9,3.8,2.2,2.0,3.9,4.2,4.2,4.1,3.0,2.8,3.6,3.5,4.3,4.2,3.5,3.4,2.4,2.4,3.3,3.2,1.8,2.2,2.2,2.0,2.5,2.7,2.9,2.8
78,1,1,具体-抽象,具体-抽象,社会,社会,状态,关系,3,3,子部分,子部分,无,无,桥接,桥接,核心,核心,阶段1,阶段2,结构隐喻,结构隐喻,5,5,算,算,介词短语,介词短语,无,无,有,有,文学,文学,3.2,3.1,1.5,1.4,4.4,4.1,2.6,2.4,4.4,4.6,4.0,4.1,4.1,4.2,2.8,2.9,1.8,2.1,3.4,3.8,3.0,2.7,3.4,3.4,1.9,2.0,2.7,2.9,3.0,3.0,1.6,1.5
79,3,3,抽象-抽象,抽象-抽象,心理,心理,关系,关系,8,11,隐喻扩展,隐喻扩展,有,有,核心,核心,边缘,边缘,阶段2,阶段2,本体隐喻,本体隐喻,4,4,变成,变成,动词性,动词性,无,无,有,有,文学,学术,3.8,3.6,4.0,3.9,1.7,1.5,3.4,3.4,3.1,3.2,3.0,3.2,3.5,3.7,2.3,2.3,4.3,4.1,4.2,4.1,2.9,2.7,3.5,3.5,3.6,3.6,2.8,2.4,3.1,3.2,4.3,4.3
80,7,5,抽象-抽象,抽象-抽象,人体,人体,状态,状态,16,16,子部分,子部分,无,无,边缘,边缘,边缘,边缘,阶段1,阶段1,方位隐喻,方位隐喻,7,7,像,变成,形容词性,形容词性,有,有,有,有,文学,文学,2.3,2.4,1.8,1.9,3.9,3.9,3.8,3.7,4.2,4.1,1.8,2.0,4.0,3.9,2.2,2.4,2.1,2.0,1.8,1.8,3.3,3.3,3.2,3.0,3.2,3.3,3.0,2.8,1.5,1.7,1.9,1.8
81,1,1,具体-抽象,具体-抽象,运动,运动,事件,事件,16,9,子部分,子部分,无,无,桥接,桥接,边缘,边缘,阶段4,阶段4,本体隐喻,本体隐喻,4,4,为,为,形容词性,形容词性,有,有,有,有,学术,学术,3.7,3.7,1.8,1.6,4.3,4.0,2.4,2.3,3.5,3.2,3.6,3.6,4.3,4.0,3.8,3.8,4.1,4.1,2.0,2.3,2.7,2.4,4.2,4.1,4.1,4.3,2.8,3.0,4.1,4.2,2.7,2.9
82,6,6,具体-具体,具体-具体,社会,社会,品质,社会角色,9,9,子部分,子部分,无,无,边缘,边缘,核心,核心,阶段4,阶段4,结构隐喻,结构隐喻,3,3,为,算,名词性,名词性,有,有,无,无,新闻,新闻,1.9,2.1,2.6,2.5,4.5,4.4,4.3,4.6,3.2,3.1,3.3,3.4,1.5,1.5,1.9,1.8,3.2,3.2,4.0,3.8,2.0,1.6,1.5,1.6,2.4,2.3,3.7,3.7,4.3,4.6,3.2,3.4
83,12,8,抽象-抽象,抽象-抽象,社会,社会,时间,时间,15,15,实例,实例,有,有,核心,核心,边缘,边缘,阶段2,阶段2,方位隐喻,本体隐喻,2,2,变成,变成,名词性,名词性,无,无,有,有,文学,文学,2.5,2.4,2.7,2.8,2.2,2.1,3.8,3.8,2.9,3.0,2.1,2.1,3.7,3.7,1.8,2.0,2.1,2.0,3.9,3.6,3.4,3.7,4.4,4.2,2.1,2.1,2.7,2.7,2.7,2.7,4.5,4.4
84,9,9,具体-具体,具体-具体,空间,空间,品质,品质,22,22,子部分,子部分,有,有,边缘,桥接,边缘,核心,阶段2,阶段2,本体隐喻,本体隐喻,6,6,变成,变成,动词性,动词性,无,无,无,无,网络,网络,3.7,3.8,1.5,1.6,2.6,2.5,1.8,2.2,2.2,2.5,4.3,4.2,2.2,2.3,3.6,3.7,2.5,2.6,2.0,2.3,4.3,4.4,3.9,3.7,2.9,2.7,3.4,3.7,3.2,3.4,2.6,2.6
85,12,12,抽象-具体,抽象-具体,社会,人体,情感,情感,6,6,子部分,实例,有,有,核心,核心,中间,核心,阶段3,阶段3,本体隐喻,本体隐喻,7,7,为,为,名词性,名词性,无,无,有,有,学术,学术,3.7,3.4,4.1,3.9,4.2,4.4,3.7,3.7,1.6,1.7,1.7,1.7,4.5,4.4,4.5,4.2,2.7,2.9,2.2,2.1,3.4,3.6,3.1,2.9,2.6,2.6,4.1,4.1,3.0,3.0,3.4,3.5
86,2,2,具体-具体,具体-具体,自然,自然,情感,情感,5,5,多义,多义,无,无,边缘,边缘,边缘,核心,阶段1,阶段3,结构隐喻,方位隐喻,2,2,是,是,形容词性,形容词性,无,无,无,无,新闻,新闻,2.3,2.3,2.6,2.8,1.7,1.6,3.6,3.5,2.9,2.8,2.8,2.6,3.8,3.7,1.9,1.9,3.7,3.7,2.7,2.6,3.3,3.1,4.1,4.2,4.2,4.4,2.8,2.8,2.7,2.7,4.5,4.4
87,8,8,抽象-具体,抽象-抽象,感知,感知,关系,关系,8,8,多义,多义,无,无,桥接,核心,中间,中间,阶段4,阶段4,结构隐喻,结构隐喻,1,1,为,为,形容词性,形容词性,有,有,有,有,网络,网络,1.6,1.9,3.0,3.1,2.9,2.9,3.7,3.5,3.0,3.2,1.6,2.1,1.6,1.4,3.4,3.2,3.3,3.5,1.8,1.7,1.9,2.2,4.1,4.1,4.4,4.1,3.4,3.1,1.7,1.7,3.2,3.2
88,12,12,具体-抽象,具体-抽象,社会,社会,时间,时间,24,24,隐喻扩展,实例,有,有,边缘,边缘,边缘,中间,阶段3,阶段1,方位隐喻,方位隐喻,4,4,为,为,介词短语,介词短语,有,有,有,有,新闻,学术,1.7,1.4,2.2,2.3,3.1,2.9,4.3,4.3,3.1,3.1,4.2,4.4,4.2,4.3,2.3,2.2,4.1,3.8,3.8,3.7,3.3,3.0,2.8,2.7,2.7,2.9,3.4,3.4,3.1,3.2,3.1,3.1
89,2,2,抽象-具体,抽象-具体,运动,运动,时间,时间,10,10,多义,多义,有,有,核心,核心,中间,中间,阶段3,阶段3,结构隐喻,结构隐喻,5,5,成为,成为,动词性,动词性,有,有,无,无,对话,对话,3.9,4.0,3.1,3.0,3.1,3.2,3.7,3.5,3.7,3.8,1.5,1.5,2.4,2.5,1.8,1.6,2.7,2.8,3.6,3.7,3.6,3.1,4.0,4.0,2.9,2.7,2.9,3.0,2.2,2.2,3.3,3.0
90,11,11,具体-具体,具体-具体,运动,运动,品质,品质,2,2,多义,多义,无,无,边缘,桥接,核心,核心,阶段3,阶段3,结构隐喻,结构隐喻,3,3,算,算,动词性,动词性,无,有,无,无,文学,文学,1.7,1.9,4.0,3.8,2.5,2.4,2.4,2.6,2.1,2.2,2.8,2.9,2.6,2.9,4.0,4.1,3.8,3.6,4.0,4.2,3.5,3.2,2.1,1.8,2.7,3.0,1.8,1.8,3.6,3.4,4.0,4.0
91,12,12,抽象-具体,抽象-具体,运动,运动,事件,事件,8,8,多义,多义,有,有,核心,边缘,中间,中间,阶段3,阶段3,本体隐喻,本体隐喻,4,4,算,算,形容词性,形容词性,有,无,无,无,对话,对话,2.0,1.7,4.1,4.1,4.4,4.0,3.9,4.1,2.6,2.6,4.1,4.1,3.4,3.3,3.1,3.0,3.8,3.9,2.8,2.7,4.1,4.1,3.0,2.7,3.6,3.6,2.3,2.4,3.2,3.0,1.6,1.6
92,1,1,抽象-具体,抽象-具体,物体,物体,关系,情感,13,13,隐喻扩展,隐喻扩展,有,有,核心,核心,核心,核心,阶段3,阶段3,本体隐喻,本体隐喻,1,1,是,是,形容词性,形容词性,无,无,无,无,文学,网络,2.2,2.4,4.3,4.4,2.4,2.3,3.7,3.4,2.6,2.7,2.5,2.2,4.3,4.1,1.5,1.5,1.7,1.8,3.3,3.7,3.6,3.8,2.2,2.1,3.1,3.2,1.6,1.6,3.1,3.4,3.7,3.8
93,9,9,抽象-抽象,抽象-具体,物体,物体,事件,事件,4,4,多义,多义,无,有,桥接,边缘,中间,中间,阶段1,阶段1,本体隐喻,本体隐喻,2,2,成为,成为,动词性,动词性,无,无,无,无,新闻,新闻,2.8,2.8,2.8,2.8,3.4,3.4,3.4,3.0,2.1,2.0,1.8,2.1,4.2,4.3,4.2,4.3,2.6,2.6,4.5,4.5,3.6,4.1,2.0,1.9,2.4,2.4,3.6,3.5,3.3,3.3,1.9,2.1
94,7,7,抽象-抽象,抽象-具体,空间,空间,社会角色,社会角色,21,21,隐喻扩展,子部分,有,有,边缘,边缘,边缘,边缘,阶段3,阶段3,方位隐喻,方位隐喻,5,5,算,算,名词性,动词性,无,无,无,无,网络,网络,4.0,3.9,4.7,4.5,3.1,3.1,2.6,2.5,4.4,4.2,2.0,1.9,3.2,3.4,3.0,3.1,4.2,4.2,4.4,4.6,2.4,2.5,4.2,4.5,3.9,3.9,2.4,2.2,4.2,4.2,3.8,3.9
95,1,1,具体-抽象,具体-抽象,心理,心理,状态,事件,18,18,隐喻扩展,隐喻扩展,无,无,桥接,桥接,核心,核心,阶段2,阶段2,本体隐喻,本体隐喻,4,7,算,算,介词短语,介词短语,无,无,无,无,网络,网络,2.4,2.1,2.3,2.3,2.3,2.2,4.3,4.4,3.5,3.5,2.6,2.9,2.5,2.5,3.5,3.9,3.7,3.7,1.5,1.7,2.3,2.4,2.7,2.7,4.2,4.4,3.9,3.9,2.0,1.8,4.1,3.9
96,9,7,抽象-抽象,抽象-抽象,空间,空间,品质,品质,23,23,子部分,子部分,无,无,边缘,边缘,边缘,边缘,阶段3,阶段3,本体隐喻,本体隐喻,8,9,成为,变成,名词性,名词性,无,无,无,有,网络,网络,3.1,3.4,1.4,1.6,2.0,2.2,3.2,3.2,1.7,1.9,2.6,2.7,2.2,2.2,2.9,2.6,2.7,2.8,1.3,1.5,2.0,1.8,3.6,3.5,3.6,3.8,3.5,3.5,3.9,3.9,3.1,3.3
97,9,9,抽象-抽象,抽象-抽象,自然,人体,关系,关系,9,21,隐喻扩展,隐喻扩展,有,有,桥接,桥接,核心,核心,阶段2,阶段2,方位隐喻,方位隐喻,8,8,变成,算,名词性,名词性,无,有,无,无,对话,对话,2.0,1.6,3.8,3.8,4.3,4.6,3.3,3.5,3.5,3.6,3.8,3.8,2.6,2.6,2.1,2.0,2.0,2.0,4.4,4.2,3.9,3.9,2.6,2.6,1.9,2.2,3.5,3.9,4.5,4.4,2.9,3.0
98,5,5,具体-具体,具体-具体,感知,感知,关系,关系,7,7,子部分,子部分,无,无,桥接,桥接,核心,核心,阶段3,阶段3,方位隐喻,方位隐喻,3,2,算,像,名词性,名词性,无,有,有,有,文学,文学,2.7,2.9,2.0,1.9,3.2,3.3,2.8,2.8,3.2,3.3,2.3,2.4,2.0,1.9,2.9,2.8,1.8,1.8,3.0,2.9,3.8,3.5,2.9,3.1,3.9,3.8,4.2,4.1,3.8,3.9,3.6,3.8
99,9,9,抽象-抽象,抽象-抽象,心理,心理,时间,时间,16,16,实例,实例,有,有,核心,核心,核心,中间,阶段3,阶段3,结构隐喻,结构隐喻,3,3,像,像,动词性,动词性,有,有,有,有,文学,文学,1.9,2.0,1.5,1.7,3.1,3.2,3.8,3.8,3.1,3.2,3.6,3.5,3.3,3.5,2.4,2.6,2.4,2.1,3.5,3.6,2.7,2.4,2.4,2.5,4.5,4.5,2.7,2.7,2.0,1.8,1.6,1.5
100,4,5,具体-具体,抽象-具体,物体,物体,抽象概念,时间,16,16,多义,多义,无,无,桥接,桥接,中间,中间,阶段2,阶段1,本体隐喻,本体隐喻,4,4,算,算,介词短语,介词短语,有,有,无,无,文学,文学,2.1,2.1,4.2,4.3,3.8,3.9,2.7,2.5,4.4,4.3,4.4,4.5,3.2,3.1,2.3,2.4,2.0,2.1,4.2,4.2,2.1,1.9,3.8,3.7,3.7,3.7,2.0,2.0,4.2,4.1,3.4,3.6
101,9,4,具体-具体,具体-具体,社会,社会,事件,事件,23,23,实例,隐喻扩展,无,无,边缘,边缘,边缘,边缘,阶段3,阶段1,本体隐喻,本体隐喻,9,9,成为,成为,介词短语,介词短语,无,无,有,有,对话,对话,2.7,2.6,3.6,3.8,1.8,1.6,3.9,4.1,3.3,3.5,4.4,4.1,4.1,3.8,3.6,3.2,2.5,2.8,2.7,2.8,4.0,4.0,3.9,3.7,2.1,2.2,4.4,4.3,3.8,3.8,2.1,2.3
102,11,11,具体-具体,具体-具体,自然,自然,社会角色,社会角色,7,7,多义,子部分,有,有,核心,核心,边缘,核心,阶段3,阶段3,方位隐喻,方位隐喻,4,4,为,是,名词性,名词性,有,有,无,无,学术,网络,3.8,3.7,1.8,2.0,3.6,3.5,2.0,1.7,4.0,4.0,3.5,3.6,2.1,1.7,1.6,1.6,1.9,2.1,2.9,2.7,2.6,2.8,2.8,2.7,1.5,1.5,4.5,4.5,4.1,4.1,3.5,3.7
103,3,3,抽象-抽象,抽象-抽象,物体,物体,关系,状态,7,7,多义,多义,无,无,桥接,桥接,核心,核心,阶段2,阶段1,方位隐喻,方位隐喻,9,9,算,算,形容词性,形容词性,无,无,有,有,对话,对话,3.7,3.7,3.7,3.8,1.8,1.9,3.8,3.6,4.3,4.4,4.2,4.5,2.5,2.7,2.9,2.8,1.8,2.1,2.1,2.1,2.1,1.9,4.1,4.0,2.5,2.4,2.2,2.1,3.1,3.0,2.0,2.0
104,3,3,具体-具体,具体-具体,自然,自然,品质,情感,15,15,多义,多义,无,无,桥接,边缘,核心,核心,阶段2,阶段3,结构隐喻,结构隐喻,1,5,变成,变成,名词性,名词性,有,有,有,无,对话,对话,2.6,2.7,4.3,4.0,3.6,3.7,3.0,2.8,1.9,1.9,4.5,4.4,2.4,2.4,3.2,3.0,3.9,4.1,4.2,4.3,1.9,1.8,2.5,2.4,2.9,2.8,3.5,3.7,4.1,4.1,2.2,2.1
105,5,5,抽象-具体,抽象-具体,心理,心理,事件,事件,8,8,多义,多义,无,无,桥接,桥接,核心,核心,阶段4,阶段2,本体隐喻,本体隐喻,3,3,像,像,形容词性,形容词性,无,无,有,有,学术,学术,1.7,1.8,4.3,4.3,1.9,1.8,3.6,3.6,1.3,1.8,3.0,3.2,3.0,3.3,3.7,3.6,2.3,2.2,3.5,3.6,4.3,4.4,3.7,3.8,4.2,4.2,1.7,1.8,2.1,1.9,2.8,2.8
